Participant_ID,Participant_Sex,Participant_Age,Participant_Ethnicity_1,Participant_Ethnicity_2,Participant_Ethnicity_3,Multiple_Ethinic,Participant_LTR,Partner_Number,Had_Sex,Age_Sex,Participant_Primarily_Attracted,Participant_Lifetime_Sex_Partners,Past_Year_Sex_Partners,Past_Month_Sex,MEQ1,MEQ2,MEQ3,MEQ4,MEQ5,MEQ6,MEQ7,MEQ8,MEQ9,MEQ10,MEQ11,MEQ12,MRSF1,MRSF2,MRSF3,MRSF4,MRSF5,MRSF6,MRSF7,MRSF8,MRSF9,MRSF10,MRSF11,MRSF12,MRSF13,MRSF14,MRSF15,MRSF16,MRSF17,MRSF18,MRSF19,MRSF20,MRSF21,MRSF22,MRSF23,MRSF24,MRSF25,MRSF26,MRSF27,MRSF28,MRSF29,MRSF30,MRSF31,MRSF32,MRSF33,MRSF34,MRSF35,MRSF36,MRSF37,MRSF38,ICS1,ICS2,ICS3,ICS4,ICS5,ICS6,ICS7,ICS8,ICS9,ICS10,ICS11,ICS12,SOIR1,SOIR2,SOIR3,SOIR4,SOIR5,SOIR6,SOIR7,SOIR8,SOIR9
28,1,33,3, , ,0,1,2,1,18,2,2,1,1,6,7,5,6,5,6,5,7,6,4,6,7,4,3,4,2,3,2,3,2,4,3,3,2,4,3,2,4,3,3,3,2,4,2,4,3,2,4,2,3,3,4,2,3,4,4,3,3,2,3,6,5,7,6,6,4,7,5,6,7,5,6,3,2,2,9,7,2,6,8,7
30,1,35,3, , ,0,2,4,1,14,2,1,1,0,1,4,1,6,1,1,1,4,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,7,2,2,1,1,1,4,2,1,1,4,1,9,9,9,9,7,9
33,1,27,3, , ,0,1,1,1,22,2,1,1,3,5,5,5,4,5,5,5,3,6,5,5,4,3,3,2,2,3,2,4,3,3,2,3,2,2,3,3,2,3,3,1,3,3,2,3,3,1,3,2,3,2,2,2,3,4,3,3,2,3,2,3,5,4,5,5,4,4,5,5,3,4,4,3,3,2,1,2,6,1,2,1
35,1,42,3, , ,0,1,1,1,30,2,1,1,0,4,1,4,4,4,5,1,1,7,1,7,1,3,4,2,1,1,2,2,3,2,1,3,3,2,3,3,3,1,3,3,1,1,3,1,1,3,3,3,4,3,3,4,3,3,3,4,3,4,1,1,4,1,4,1,4,3,1,2,4,4,1,1,1,1,1,1,3,4,2,2
110,1,29,3, , ,0,1,1,1,28,2,1,1,3,6,4,3,6,7,6,4,7,6,4,7,5,3,2,2,3,1,2,2,3,2,3,3,2,3,1,1,2,3,2,2,3,3,2,2,4,3,2,1,2,3,3,1,4,3,2,3,2,2,4,6,5,7,5,3,6,6,2,5,4,7,2,1,1,1,5,3,8,4,2,4
115,1,36,1, , ,0,1,5,1,17,2,5,1,1,7,6,7,6,6,5,7,4,7,5,7,4,1,1,1,2,1,1,1,1,1,1,4,4,3,2,3,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,5,7,5,7,5,7,5,7,4,1,5,5,4,5,8,2,2,4
306,1,38,3, , ,0,1,10,1,27,2,1,1,4,6,6,6,5,5,6,4,5,4,5,5,6,3,2,3,3,2,2,3,4,4,2,4,4,3,3,4,3,4,4,3,3,3,4,4,3,4,3,3,2,3,3,4,2,3,4,3,2,3,3,5,6,5,5,6,5,3,4,6,5,5,6,1,1,1,1,1,8,2,2,2
315,1,29,3, , ,0,1,10,1,26,2,1,1,4,1,3,5,3,5,3,7,5,3,5,4,6,1,3,2,4,2,4,3,2,3,4,2,4,3,1,3,4,3,3,2,4,1,3,2,4,2,3,1,4,2,2,3,2,4,2,3,3,4,2,2,5,4,7,5,6,2,6,3,5,6,4,3,7,5,6,8,6,4,8,6
317,1,29,3, , ,0,1,5,1,14,2,12,5,4,5,5,4,5,3,4,5,5,6,3,5,5,3,3,2,3,4,3,2,3,2,2,3,4,3,2,3,3,2,3,4,3,3,3,4,3,2,3,3,3,3,3,3,4,3,2,3,3,2,2,5,5,4,5,6,4,4,5,4,5,3,5,7,6,4,6,7,4,6,7,3
330,1,25,2, , ,0,1,5,1,18,2,5,2,2,4,5,6,5,5,4,5,5,4,5,4,5,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,4,5,6,5,6,5,4,5,4,5,6,5,5,6,6,6,7,4,6,7,6
332,1,34,1, , ,0,1,5,1,18,2,11,2,2,3,5,3,6,3,3,3,4,5,3,4,3,1,1,1,1,1,1,1,1,2,1,3,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,1,2,7,8,8,9,7,9
333,1,29,3, , ,0,1,2,2, ,2,3,1,2,5,4,5,4,3,4,5,4,3,4,5,4,3,2,3,3,2,3,3,2,3,2,2,3,2,2,3,3,2,2,3,2,3,2,3,2,3,2,3,3,2,3,2,3,3,2,2,3,3,2,3,4,5,4,3,3,3,4,5,6,5,4,3,2,4,5,4,5,4,5,4
348,1,47,2, , ,0,1,1,1,27,2,1,1,1,5,4,3,4,3,2,2,2,5,2,6,2,1,1,1,2,1,4,4,2,3,2,3,4,3,3,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,3,3,2,1,2,2,2,1,1,3,4,1,5,1,1,2,1,5,6,1,2,1,1,1,1,1,1,1,1,1
351,1,30,3, , ,0,1,1,1,16,2,2,2,2,5,4,4,5,5,3,5,6,6,5,5,5,3,3,4,4,3,3,3,3,4,4,3,4,3,3,3,4,3,3,3,3,4,4,4,3,2,3,4,3,4,3,3,3,4,4,3,4,4,3,3,3,4,2,4,5,4,2,3,3,4,2,4,4,2,2,4,6,4,6,8
352,1,33,3, , ,0,1,4,1,16,2,2,1,10,6,7,5,4,6,7,4,7,4,6,7,5,4,3,4,2,3,3,4,2,3,3,4,3,4,2,3,4,3,4,3,2,4,3,4,2,4,3,4,4,3,4,2,3,4,4,3,3,2,4,5,4,7,6,5,6,7,4,6,5,4,6,3,7,5,9,7,4,4,5,8
370,1,56,1, , ,0,1,20,1,18,2,30,1,10,5,2,5,5,2,2,3,2,6,2,6,2,3,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,9,7,7,7
372,1,28,3, , ,0,1,2,2, ,2,0,0,0,5,3,5,3,4,2,3,4,3,4,3,4,2,3,2,1,2,2,3,2,2,1,2,2,3,2,1,2,2,1,2,2,2,1,2,3,2,3,1,2,2,2,3,3,3,4,2,2,3,2,4,3,4,4,3,3,4,3,4,3,4,3,2,4,2,4,3,5,3,4,3
377,1,28,3, , ,0,1,2,1,19,2,2,1,0,1,5,1,4,1,1,1,5,7,1,4,5,2,1,1,2,1,2,3,1,4,1,2,4,4,2,1,3,1,1,1,1,1,1,1,1,2,2,1,4,1,3,4,4,1,1,3,1,1,1,1,4,1,5,4,4,4,2,4,5,1,1,1,1,1,9,2,4,1,1,1
21,1,30,2, , ,0,1,5,1,14,2,25,1,7,4,4,4,6,4,4,4,4,5,4,6,5,3,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,1,1,1,2,3,1,1,1,1,1,4,4,4,4,2,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,7,5,5,5,5,6,4
22,1,30,3, , ,0,1,1,2, ,2,1,1,12,7,5,2,7,2,2,2,6,5,3,6,6,2,1,2,3,3,3,4,2,4,2,3,3,4,4,4,3,2,2,1,2,1,3,4,1,3,4,2,3,4,3,4,3,2,4,4,1,3,1,2,2,4,5,2,2,3,2,6,6,6,2,2,2,2,1,2,2,1,1,1
23,1,30,1, , ,0,2,1,1,28,2,1,0,0,1,2,1,5,1,1,1,2,6,1,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,5,2,5,5,3,6,6,2,1,1,2,1,8,1,4,7,5,4
24,1,30,3, , ,0,1,1,2, ,2,0,0,0,1,1,1,1,1,6,6,6,6,6,7,5,2,2,2,2,2,2,2,2,3,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,1,2,1,1,1,2,2,2,1,4,5,3,4,5,5,5,4,5,3,5,5,1,1,2,3,8,3,2,3,2
25,1,25,3, , ,0,1,2,1,25,2,2,2,3,6,6,6,7,6,7,6,5,6,5,6,6,4,4,3,4,2,4,3,3,4,4,3,3,4,3,4,4,3,4,4,3,3,4,3,3,3,4,3,4,4,3,3, ,2,4,2,3,3,3,6,6,6,7,2,3,6,6,5,6,7,6,3,2,1,2,3,2,2,2,3
26,1,29,3, , ,0,1,3,1,19,2,3,2,6,6,6,6,6,2,7,4,7,7,1,7,6,4,1,4,1,1,2,4,1,4,4,4,4,4,4,4,4,1,1,1,1,1,2,1,1,3,4,3,4,4,4,4,4,1,1,2,1,3,2,1,1,1,1,1,1,1,1,1,7,1,1,3,2,2,1,5,3,4,3,2
27,1,24,2, , ,0,1,6,1,18,2,8,3,12,5,6,2,7,2,6,5,6,7,5,6,5,2,1,2,1,1,2,3,1,3,2,3,4,2,3,3,3,1,4,1,1,2,1,1,1,2,1,2,4,4,3,4,2,1,3,3,1,3,2,2,3,2,5,3,2,2,2,6,7,3,2,4,3,5,8,8,8,7,6,6
29,1,35,1,2, ,1,1,3,1,15,2,3,1,6,1,1,1,7,1,7,1,1,7,1,7,1,1,1,1,1,1,1,4,1,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,4,1,1,1,4,4,4,4,4,4,4,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,2,1,1,9,9,9,2,2,1
31,1,22,1, , ,0,1,3,2, ,2,1,3,3,3,3,3,6,3,2,5,4,2,6, ,5,2,3,2,1,2,3,2,3,3,2,2,3,4,3,2,3,2,3,2,3,2,2,4,3,2,1,2,3,2,2,3,3,2,4,3,2,3,4,4,4,5,5,3,2,3,5,5,3,4,6,4,6,5,4,6,2,4,9,5
32,1,34,1, , ,0,2,55,1,11,2,160,4,25,7,7,2,4,6,7,7,7,4,3,4,4,1,1,1,2,1,1,1,1,2,1,2,2,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1,4,7,7,1,5,9,9,9,9,9,8,8,8
34,1,32,4, , ,0,1,5,1,27,2,1,1,8,1,2,2,6,2,2,2,3,5,2,7,2,3,2,3,1,4,1,4,1,3,3,3,4,3,2,4,1,1,3,1,3,2,1,1,1,3,2,1,2,4,3,4,3,1,2,1,1,1,1,5,5,3,6,2,7,2,1,5,3,4,1,2,2,1,1,1,1,2,2,1
36,1,49,1, , ,0,1,10,1,16,2,20,1,2,6,5,5,5,5,6,5,5,5,4,6,6,3,2,1,2,3,2,3,1,2,3,2,3,3,2,3,2,3,1,1,2,2,2,3,2,1,2,1,4,4,3,3,2,2,2,2,3,1,1,3,3,2,5,3,3,3,3,4,3,4,3,2,8,6,5,4,7,7,7,7
37,1,34,1, , ,0,1,10,1,17,2,15,1,8,7,7,4,7,4,7,6,7,7,4,5,6,1,1,1,1,1,1,1,2,2,1,3,4,2,1,3,1,1,1,1,1,1,1,1,1,1,2,3,4,4,3,3,2,2,3,2,1,1,1,1,5,4,7,3,4,4,2,7,7,7,4,2,8,5,9,9,9,8,6,7
39,1,26,3, , ,0,1,3,2, ,2,2,1,0,4,5,4,6,5,6,4,6,6,5,6,6,2,1,2,1,1,3,3,1,3,3,3,3,3,3,3,2,1,2,1,1,1,2,2,1,3,3,1,4,4,3,3,3,1,4,3,1,3,2,2,4,2,6,2,4,2,3,4,5,2,2,2,3,2,6,8,6,7,6,5
41,1,33,3, , ,0,1,3,1,21,2,3,1,25,2,5,6,7,2,2,7,6,6,2,1,6,1,4,4,4,3,4,4,4,3,4,4,4,4,3,2,4,1,1,2,1,3,2,1,1,3,4,1,3,4,4,3,4,3,4,3,4,4,1,4,5,1,7,1,7,1,7,1,7,7,7,2,2,1,5,3,9,7,6,1
42,1,32,1, , ,0,2,5,1,18,2,23,19,3,6,7,4,7,5,5,6,7,6,4,6,4,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,4,3,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,4,4,1,8,7,8,9,9,9,8,8,8
43,1,29,3, , ,0,1,1,1,25,2,1,1,2,7,1,1,4,1,1,1,5,7,1,7,7,1,1,2,1,1,1,4,1,3,3,2,4,3,4,4,1,1,1,1,2,1,1,1,4,4,4,1,3,2,2,4,2,1,4,2,1,1,1,1,2,1,5,2,7,2,2,6,6,4,2,2,2,1,1,1,5,5,7,7
45,1,70,1, , ,0,2,23,1,18,2,12,0,0,3,3,2,6,4,5,5,2,6,3,5,2,2,1,2,1,2,3,1,1,3,1,4,4,3,3,4,3,1,1,1,1,2,1,1,2,1,2,2,4,3,4,3,3,2,2,3,1,1,1,5,6,5,6,2,2,3,1,6,5,4,5,1,6,5,4,6,9,2,2,3
46,1,45,3, , ,0,1,1,1,24,2,1,1,8,1,1,1,1,1,1,1,1,6,1,6,2,1,1,1,1,1,1,1,1,1,1,2,3,3,3,2,2,1,1,1,1,1,1,1,1,3,2,1,3,3,3,3,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
47,1,32,1, , ,0,1,3,1,21,2,1,1,7,1,7,5,5,2,6,5,5,4,2,5,6,2,2,1,1,2,1,2,2,3,4,2,3,3,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,4,3,3,2,1,1,2,1,1,1,3,6,6,7,6,6,6,4,7,6,6,7,2,1,1,2,6,5,9,9,9
48,1,65,1, , ,0,2,5,1,17,2,200,3,2,5,4,1,5,2,6,4,3,4,4,4,5,2,1,1,1,2,1,1,2,3,1,3,4,3,2,4,3,2,2,1,2,1,1,1,1,1,2,1,3,3,4,4,3,2,3,3,1,2,1,1,2,4,3,1,1,2,1,2,2,2,3,4,9,9,9,9,9,3,2,8
52,1,32,1, , ,0,1,7,1,17,2,12,1,15,5,5,3,6,4,2,4,6,6,4,6,4,2,1,2,1,1,1,2,2,3,1,3,4,2,2,3,1,1,1,1,1,1,1,1,1,2,3,1,3,3,3,3,2,3,3,1,1,1,1,4,4,5,5,2,2,5,2,6,6,6,4,2,3,1,6,3,3,6,5,5
53,1,40,1, , ,0,1,15,1,18,2,23,1,9,3,1,1,7,1,2,2,1,5,1,5,3,1,1,1,1,1,1,1,2,4,3,3,4,2,1,4,2,3,1,1,1,1,1,1,1,4,4,1,4,4,4,4,2,3,4,3,1,1,1,2,3,4,5,2,2,2,2,2,3,4,3,2,3,7,9,9,9,7,5,5
54,1,51,1, , ,0,1,7,1,16,2,7,1,0,5,7,1,5,1,7,1,7,7,1,7,7,2,1,1,1,1,1,1,1,2,1,2,4,3,1,4,3,1,1,1,2,1,1,1,1,1,2,1,3,4,2,4,3,2,4,4,1,1,1,1,5,1,7,4,3,1,1,1,1,1,1,2,2,5,9,9,9,8,6,6
55,1,40,1, , ,0,2,7,1,25,2,4,0,0,4,7,1,6,1,2,2,7,7,1,7,4,1,1,1,1,1,1,1,2,3,2,3,4,2,2,3,2,2,1,1,1,1,1,1,1,1,2,1,3,3,3,4,2,2,2,1,1,1,1,1,3,1,5,1,4,3,1,5,5,1,1,1,1,1,9,1,1,7,6,3
56,1,34,1, , ,0,1,10,1,17,2,18,1,2,2,2,3,5,4,4,1,2,6,1,4,6,1,1,1,1,1,1,1,1,3,1,3,3,2,1,4,2,1,1,1,1,1,1,1,1,3,1,1,4,4,3,3,2,3,3,1,1,1,1,1,1, ,5, ,4,2,1,5,4, , ,2,6,6,3,2,6, , , 
57,1,22,6, , ,0,2,9,1,14,2,4,0,0,2,5,5,6,2,2,6,5,5,2,6,3,3,1,1,1,1,1,1,1,1,1,3,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,3,2,3,3,1,3,1,1,3,2,2,4,2,1,1,1,3,3,2,1,1,3,3,9,2,6,7,6,4
58,1,45,1, , ,0,1,20,1,12,2,25,1,12,2,6,1,6,1,5,1,7,7,1,7,5,3,1,2,1,3,2,3,2,3,3,2,4,3,2,2,2,2,2,1,3,1,2,1,3,3,1,1,3,4,3,4,3,3,2,2,1,2,1,4,5,2,5,2,2,2,2,6,6,6,5,2,6,6,7,3,3,6,5,7
59,1,54,1, , ,0,2,12,1,15,2,45,2,0,5,1,5,6,5,6,5,1,5,4,5,3,1,1,1,1,1,1,1,1,3,1,4,4,3,1,2,1,1,1,1,2,1,1,1,2,1,1,1,4,3,4,4,3,1,3,1,1,1,1,3,4,2,5,1,3,4,1,3,5,4,5,3,8,9,8,8,9,6,2,3
60,1,66,2,3, ,1,1,6,1,24,2,13,1,5,2,4,3,6,4,5,3,4,6,2,5,4,3,2,4,2,4,3,4,3,3,3,4,4,4,3,3,3,2,3,2,3,3,2,2,3,2,3,3,4,3,4,4,4,2,3,3,2,4,1,5,7,5,7,5,4,5,5,6,6,6,5,2,7,8,7,9,8,9,7,9
61,1,76,1, , ,0,2,45,1,18,2,25,0,0,5,1,6,4,5,5,5,1,4,5,4,1,1,1,1,1,2,1,1,1,2,1,1,3,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,3,6,6,6,2,1,1,1,1,8,8,8,8,8,6,5,6
62,1,59,1, , ,0,2,9,1,16,2,14,1,0,2,1,1,5,2,4,5,2,5,5,5,2,2,1,1,1,2,2,2,1,3,2,2,4,2,2,3,1,1,1,1,1,1,1,1,1,1,2,1,3,3,3,3,2,1,3,1,1,1,1,1,2,2,4,1,1,1,1,4,4,1,3,2,5,5,7,6,8,4,3,4
63,1,35,4, , ,0,1,10,1,15,2,12,1,8,1,5,1,5,1,6,2,5,5,2,5,2,1,1,1,1,1,1,1,1,1,1,1,4,3,2,4,1,1,1,1,1,1,1,1,1,2,2,1,3,4,3,3,2,1,3,1,1,1,1,1,1,1,4,1,1,1,1,4,4,1,1,2,3,5,8,8,8,4,2,2
64,1,46,1, , ,0,1,7,1,20,2,10,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,2,5,3,5,5,5,5,5,5
65,1,48,1, , ,0,1,3,1,20,2,3,1,0,1,7,1,7,1,5,3,7,4,1,4,5,4,1,2,1,1,1,4,3,2,4,3,3,4,3,4,4,1,1,1,4,1,3,1,4,1,1,1,4,4,3,3,4,1,4,1,3,1,1,1,1,1,4,1,1,5,1,1,1,1,1,2,1,1,8,1,1,7,2,4
66,1,36,1, , ,0,2,5,1,23,2,2,0,0,1,5,1,4,1,2,1,5,4,1,3,3,1,1,1,1,1,1,1,1,2,1,1,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,2,1,2,1,1,1,1,1,2,2,4,1,2,2,2,3,2,3,2,1,2,2,6,4,5,7,6,3
68,1,28,1, , ,0,1,6,1,18,2,4,1,1,7,5,2,4,2,6,2,6,7,2,7,7,2,1,1,1,1,1,1,1,3,1,3,4,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,1,2,3,1,1,1,1,1,7,2,7,4,1,4,1,7,7,7,5,2,2,2,8,6,8,9,9,9
69,1,53,1, , ,0,1,1,1,19,2,1,1,5,1,2,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,4,2,4,1,1,4,2,4,4,1,1,2,1,2,1,1,1,1,1,4,1,4,1,3,4,1,1,4,4,1,2,1,1,1,1,4,1,1,1,1,1,3,3,1,2,2,2,1,1,1,6,6,6
73,1,35,1, , ,0,1,6,1,16,2,12,1,2,2,7,1,6,7,5,2,7,5,1,6,7,2,2,2,1,1,1,2,1,3,1,3,4,3,4,4,4,2,1,1,2,1,1,2,2,2,4,1,4,4,4,2,2,4,4,4,1,1,1,1,4,4,6,1,1,2,1,2,4,3,1,2,2,3,1,2,5,5,3,2
74,1,69,1, , ,0,1,5,1,18,2,3,1,2,1,1,1,5,1,5,1,1,7,2,7,5,1,1,1,1,1,2,3,2,3,1,3,4,3,4,4,4,2,2,1,1,1,1,1,1,3,4,1,4,4,3,4,3,4,4,3,1,1,1,1,1,1,1,1,5,1,1,2,1,1,1,2,3,2,3,3,3,1,1,2
75,1,30,1, , ,0,1,20,1,16,2,20,1,15,1,1,1,5,1,1,1,1,6,1,7,1,3,1,2,1,1,1,3,1,1,1,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,3,4,4,3,1,1,1,1,1,1,2,2,1,3,1,1,1,1,3,1,1,1,2,4,7,6,1,4,5,3,6
76,1,30,1, , ,0,1,5,1,16,2,16,1,10,2,6,2,6,2,6,5,6,7,4,6,6,2,1,1,1,2,1,1,1,3,2,3,4,3,3,4,4,3,1,1,1,1,1,1,1,1,4,1,3,4,4,4,4,3,3,3,1,1,1,2,2,2,4,2,2,2,2,4,4,6,2,2,5,6,9,9,9,8,7,6
77,1,25,3, , ,0,1,4,1,19,2,2,1,2,6,6,5,6,5,4,6,3,4,5,5,2,3,2,3,2,3,4,3,2,3,4,3,4,3,3,4,3,3,4,3,2,3,2,2,3,4,3,3,4,3,3,4,3,3,2,4,2,1,1,3,4,6,4,3,6,5,4,5,3,2,2,2,2,2,7,6,5,7,6,7
78,1,34,2, , ,0,2,2,1,21,2,2,0,0,3,6,2,3,3,3,2,5,4,2,4,2,3,1,1,2,2,1,1,1,3,3,2,3,2,1,3,1,1,2,1,3,1,2,2,2,1,1,2,3,2,2,2,2,1,3,2,1,2,1,2,2,2,5,2,3,2,3,5,5,5,4,1,1,1,8,8,8,4,4,2
79,1,27,3, , ,0,1,4,1,18,2,10,2,15,6,7,1,7,1,6,7,7,7,4,7,7,2,1,1,1,1,1,1,1,3,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,2,1,4,3,1,1,1,1,1,1,3,1,1,1,1,5,3,1,1,3,1,6,7,8,9,4,4,3
80,1,63,1, , ,0,1,10,1,19,2,15,1,12,2,4,2,6,2,5,6,6,7,2,7,7,1,1,1,1,1,2,2,1,4,1,4,4,4,4,4,4,1,2,1,1,1,1,1,1,1,4,1,4,4,4,4,1,1,4,1,1, ,1,4,1,1,7,1,1,1,1,4,6,6,4,2,4,6,1,1,5,4,5,3
81,1,33,6, , ,0,1,3,1,17,2,3,1,4,4,3,2,2,4,4,2,1,4,5,5,3,1,2,4,3,3,2,1,3,2,2,2,3,2,1,2,4,2,3,1,3,1,4,2,2,4,3,1,3,2,4,1,3,2,2,4,3,2,1,4,4,4,2,4,5,3,2,3,6,6,2,2,1,1,8,6,7,4,5,7
82,1,38,3, , ,0,1,5,1,32,2,1,1,5,3,4,2,6,4,4,5,4,4,5,4,3,1,1,1,1,4,3,4,3,3,3,3,2,3,2,3,2,1,4,2,3,3,4,1,2,4,4,2,4,4,3,4,4,2,4,2,1,4,2,6,6,5,4,3,5,5,4,5,4,4,5,2,2,2,4,5,5,1,6,2
83,1,38,3, , ,0,1,5,1,21,2,5,1,1,3,5,3,5,3,5,5,5,5,5,5,5,3,2,2,2,2,2,3,2,3,3,3,3,3,1,3,3,1,2,1,1,1,2,1,1,2,1,1,3,3,3,3,3,1,3,2,1,2,1,3,3,3,4,2,3,2,3,4,5,4,3,2,3,3,6,6,6,2,2,2
84,1,36,1, , ,0,1,4,1,21,2,4,1,20,1,1,1,7,1,1,1,1,7,1,7,1,2,1,1,1,1,1,4,1,4,4,1,4,4,4,4,4,2,4,1,4,1,1,1,1,1,4,1,3,3,3,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,7,7,9,5,1,5
85,1,25,3, , ,0,1,1,2, ,2,1,1,1,5,5,5,6,6,6,5,5,5,6,6,5,3,2,3,3,3,3,4,3,2,3,4,3,3,3,2,3,3,3,4,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,4,3,3,6,7,2,2,2,4,5,5,6,6,5,7,2,2,2,1,2,5,6,8,8
86,1,51,1, , ,0,1,15,1,15,2,20,1,6,2,5,2,7,2,3,3,5,6,3,6,5,2,1,1,1,2,1,1,1,3,1,3,4,3,2,3,1,2,2,1,1,1,1,1,1,1,2,1,3,3,3,3,2,3,3,1,1,2,1,2,3,2,5,2,2,2,1,4,4,5,4,2,6,6,7,5,5,6,6,6
87,1,45,1, , ,0,1,16,1,17,2,16,1,0,1,3,1,5,1,4,1,2,7,1,6,1,1,1,1,1,1,2,2,1,3,2,2,4,3,3,2,2,1,1,1,2,1,1,1,2,3,2,3,4,3,4,4,3,4,4,3,1,2,1,2,2,1,1,1,6,6,1,7,6,3,1,2,6,8,8,7,8,6,2,2
88,1,27,1, , ,0,1,2,1,16,2,1,2,1,4,5,5,3,3,6,3,6,3,5,3,6,2,4,3,2,4,2,3,2,3,2,2,3,3,2,3,2,4,2,3,2,2,4,3,2,4,2,3,2,3,3,2,3,1,3,3,3,2,3,3,6,2,6,4,5,2,5,4,5,3,5,3,7,5,4,7,6,5,8,5
89,1,36,1,5, ,1,1,10,1,15,2,50,3,20,1,5,1,6,1,1,4,5,7,1,7,5,1,1,1,1,1,1,1,1,4,1,3,4,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,2,3,3,1,1,1,1,2,1,1,4,1,1,1,1,6,5,1,1,4,7,9,9,9,9,3,3,1
90,1,61,1, , ,0,1,1,1,23,2,1,1,0,4,6,1,3,1,4,1,4,5,1,4,3,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,1,1,1,1,2,1,3,2,1,2,2,1,1,3,1,1,2,2,2
91,1,26,1, , ,0,1,3,1,18,2,5,1,4,5,7,7,6,6,5,4,7,6,6,7,7,2,3,3,2,1,2,3,1,4,3,4,4,3,3,2,1,1,1,1,1,2,3,1,1,1,1,1,4,4,4,4,4,3,2,3,1,1,1,2,4,3,5,1,1,3,2,6,5,4,1,2,2,3,8,8,8,5,5,7
93,1,31,1, , ,0,1,1,1,21,2,1,1,6,1,2,1,6,1,1,1,1,7,1,7,4,2,1,1,1,1,1,1,1,3,1,3,4,3,3,4,4,1,1,1,1,1,1,1,1,1,3,1,4,4,3,3,3,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1
94,1,32,2, , ,0,1,3,1,18,2,3,1,5,2,2,1,3,2,2,1,2,2,1,1,3,2,4,4,3,2,3,3,2,1,1,3,3,2,4,3,3,1,3,4,3,2,2,4,3,3,4,3,2,3,2,3,2,2,3,3,2,3,1,5,5,7,4,6,5,6,4,5,7,5,3,2,4,3,5,7,5,3,2,2
96,1,76,1, , ,0,2,4,1,14,2,20,0,0,2,2,2,6,2,3,3,2,4,2,4,1,3,1,1,1,1,1,1,1,1,1,1,4,3,2,3,1,1,1,1,1,1,1,1,1,1,3,1,4,4,4,4,3,1,3,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,6,6,9,1,1,1,1,1
