ID,Sex,Age,ParticipantLTR,PartnerNumber,HadSex,AgeSex,Orientation,ParticipantLifetimeSexPartners,PastYearSexPartners,PastMonthSex,GenHealth,CMVS1,CMVS2,CMVS3,CMVS4,CMVS5,CMVS6,CMVS7,CMVS8,CMVS9,CMVS10,CMVS11,CMVS12,CMVS13,CMVS14,CMVS15,CMVS16,CMVS17,CMVS18,CMVS19,CMVS20,CMVS21,CMVS22,CMVS23,CMVS24,CMVS25,CMVS26,SOIR1,SOIR2,SOIR3,SOIR4,SOIR5,SOIR6,SOIR7,SOIR8,SOIR9,SDQ1,SDQ2,SDQ3,SDQ4,MiniK1,MiniK2,MiniK3,MiniK4,MiniK5,MiniK6,MiniK7,MiniK8,MiniK9,MiniK10,MiniK11,MiniK12,MiniK13,MiniK14,MiniK15,MiniK16,MiniK17,MiniK18,MiniK19,MiniK20
459,2,49,1,14,1,14,1,33,1,0,4,2,2,2,2,2,3,4,2,1,1,2,2,2,2,3,4,4,1,1,1,2,1,5,3,4,3,2,5,4,5,3,3,2,5,3,6,5,5,6,6,6,6,7,7,6,6,6,4,6,7,7,5,3,3,7,7,7,7,1
460,1,25,1,2,1,19,2,1,1,3,3,2,2,3,5,3,4,4,6,6,4,6,3,2,2,4,2,3,2,2,4,3,4,3,5,5,5,2,1,1,6,7,7,9,9,9,6,6,6,7,6,6,5,6,6,5,6,6,5,6,5,5,5,6,5,6,5,5,6,5
461,2,33,1,10,1,16,1,7,1,2,4,6,6,6,6,6,7,5,3,2,2,2,6,6,7,1,1,4,7,7,5,7,7,7,6,2,2,2,4,2,6,1,2,1,1,1,6,2,1,6,6,7,2,5,5,4,2,6,4,6,7,7,6,3,6,2,5,2,1,3
462,1,34,1,5,1,18,2,11,2,2,3,2,4,3,3,3,4,5,4,5,5,5,1,1,2,5,7,5,2,1,3,3,3,3,2,4,2,2,1,2,7,8,8,9,7,9,6,5,4,4,6,6,6,7,7,5,6,6,6,6,4,5,6,6,6,7,6,6,5,2
463,1,31,1,6,1,16,2,7,1,18,4,2,2,2,3,2,3,5,5,5,5,4,5,2,4,5,5,4,3,3,3,2,3,3,3,4,4,2,3,4,7,7,6,6,6,6,6,4,3,4,6,6,6,6,3,3,5,5,4,5,4,3,4,5,4,4,5,5,5,2
464,1,45,1,20,1,12,2,25,1,12,3,6,6,7,6,6,7,6,6,6,6,6,3,2,2,6,7,7,1,1,7,6,7,7,7,7,7,2,6,6,7,3,3,6,5,7,6,4,4,5,6,5,3,5,6,5,2,1,3,5,7,6,4,3,3,5,5,5,2,1
465,1,32,1,5,1,16,2,20,1,20,4,3,1,2,2,3,2,1,2,3,2,2,4,5,4,7,6,7,4,2,3,4,4,6,2,4,2,2,6,5,8,9,8,5,4,5,6,5,4,5,6,7,6,6,7,2,6,4,1,6,5,6,6,5,6,5,5,6,5,6
466,2,45,1,50,1,14,1,30,1,10,3,4,3,4,3,3,4,3,4,4,4,3,1,1,4,6,6,6,2,2,4,4,4,1,2,2,2,2,2,9,8,8,7,2,2,1,6,4,2,6,6,5,5,5,6,5,3,1,7,7,7,2,7,5,5,5,4,4,5,6
467,1,31,1,17,1,12,2,26,1,25,5,1,1,1,1,1,1,4,4,4,3,2,7,4,7,7,7,7,4,4,1,1,1,1,7,4,2,2,8,8,9,1,9,8,9,9,6,5,4,6,6,7,7,7,7,4,7,5,4,7,4,1,5,5,5,7,7,7,5,1
468,1,41,1,5,1,17,2,12,1,20,3,1,1,1,1,1,2,2,1,2,1,3,1,1,7,7,7,7,4,4,1,1,3,1,2,2,2,2,6,6,9,9,9,2,2,2,6,4,1,7,6,7,7,7,7,6,7,7,7,7,7,1,7,7,7,7,7,7,5,5
469,1,43,1,32,1,17,2,50,1,2,2,1,1,1,1,1,1,1,1,1,1,7,1,1,1,7,7,7,1,1,1,1,4,1,2,7,7,2,9,9,9,9,9,9,9,9,6,5,2,7,6,7,3,7,5,5,7,4,7,7,7,7,7,7,7,7,7,7,4,1
470,1,48,1,30,1,15,2,45,0,9,4,1,1,3,2,1,5,2,2,3,1,2,7,3,6,5,5,5,1,3,2,2,5,1,2,2,2,2,1,1,9,9,9,8,8,8,6,4,4,5,6,7,6,7,7,5,7,7,4,7,7,2,5,6,6,7,7,7,3,1
471,2,32,1,2,1,23,1,5,1,2,3,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,2,2,2,1,2,3,2,2,2,2,1,1,9,1,9,2,2,2,6,2,2,6,6,6,6,2,6,6,6,2,4,7,7,1,6,6,6,1,1,1,1,4
472,1,30,1,5,1,16,2,16,1,10,4,2,2,2,3,2,3,3,3,3,2,2,2,1,2,5,5,6,2,2,2,2,2,2,6,6,2,2,5,6,9,9,9,8,7,6,6,4,3,5,6,6,7,7,7,2,7,7,4,7,5,1,7,7,7,7,7,7,6,5
473,1,40,1,15,1,18,2,23,1,9,4,2,2,3,3,2,3,3,3,3,3,4,7,2,3,6,4,5,1,2,3,2,2,2,3,4,3,2,3,7,9,9,9,7,5,5,6,4,4,6,6,6,7,5,7,4,7,7,4,7,7,2,7,7,7,6,3,5,4,4
474,2,31,1,2,1,23,1,5,1,1,3,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,6,6,2,2,2,2,1,1,9,8,8,2,2,2,6,3,2,6,6,6,6,2,6,6,6,2,2,6,6,2,6,6,6,2,2,2,2,2
475,1,32,1,10,1,16,2,18,1,15,5,2,2,2,2,2,4,4,5,5,5,6,6,2,2,4,4,4,2,2,2,2,4,4,2,2,2,2,6,6,9,9,9,9,7,7,6,6,5,7,6,6,6,6,7,4,6,6,7,7,7,1,3,3,3,5,2,2,5,1
476,1,34,1,10,1,17,2,15,1,8,3,3,3,4,5,4,4,3,3,3,3,4,1,2,3,6,6,4,1,1,4,3,4,2,2,6,2,2,8,5,9,9,9,8,6,7,6,4,2,5,6,6,5,6,7,3,7,7,4,7,3,1,7,7,6,7,6,6,3,5
477,2,34,1,5,1,15,1,3,1,1,4,3,3,5,2,2,6,3,6,6,2,6,2,3,3,3,2,3,3,2,2,2,3,3,5,5,5,2,2,2,9,2,8,8,8,8,6,6,6,6,6,7,6,7,6,5,6,7,7,7,7,7,7,6,7,7,7,7,7,7
478,1,31,1,12,1,14,2,10,1,5,4,3,3,3,3,3,5,5,5,5,5,2,7,3,6,7,7,7,2,2,3,5,2,2,2,5,2,2,1,1,9,9,9,8,2,3,6,4,4,5,6,7,7,6,2,2,7,5,4,7,6,2,6,5,5,6,5,5,2,4
479,2,35,1,7,1,18,1,7,1,2,2,4,4,5,5,5,5,5,6,6,5,5,6,6,6,6,5,5,2,2,6,3,6,6,2,6,2,2,4,3,9,8,9,7,7,7,6,4,4,7,6,6,5,7,4,7,2,4,2,2,3,2,4,3,6,2,2,6,2,2
480,1,29,1,2,1,19,2,2,1,2,4,4,4,3,3,4,6,2,3,4,5,5,1,2,1,3,1,1,1,1,1,1,2,5,2,5,5,2,1,2,9,9,8,9,9,9,6,5,5,6,6,7,7,7,7,5,6,2,4,7,5,4,6,6,7,7,6,6,2,5
481,2,25,1,5,1,14,1,5,1,0,2,6,6,6,5,5,5,6,5,6,6,6,7,4,5,2,1,1,4,5,5,4,3,6,6,6,6,2,4,4,9,9,9,3,3,1,6,5,3,5,6,6,4,4,6,5,6,6,7,7,7,7,7,7,6, ,6,7,7,1
482,2,26,1,6,1,15,1,2,1,4,5,7,7,7,7,7,7,7,7,7,7,2,7,7,7,7,1,1,1,7,7,7,7,7,2,2,2,2,2,1,1,9,1,9,6,6,6,4,4,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
483,2,38,1,11,1,15,1,11,1,20,4,7,5,4,4,4,1,7,7,7,4,7,7,7,6,4,4,1,4,4,5,5,5,4,4,7,6,2,2,2,1,1,9,1,1,1,6,5,3,7,7,7,6,7,7,5,1,1,7,7,7,7,1,1,1,6,4,4,5,7
485,2,24,1,5,1,19,1,2,1,45,5,1,1,1,1,1,1,1,1,1,1,2,7,1,1,7,7,7,1,1,1,1,1,1,2,2,2,2,1,1,5,9,9,1,5,5,6,6,1,7,7,7,7,7,7,1,1,7,4,7,7,7,1,1,1,7,7,7,7,1
486,1,31,1,2,1,17,2,1,1,18,5,2,2,2,6,2,2,3,4,2,2,2,1,1,3,6,7,5,1,1,3,4,5,3,2,3,2,2,2,1,6,2,8,4,1,5,6,4,4,6,7,7,7,7,7,7,5,1,7,7,7,2,6,5,6,6,6,6,6,4
487,1,30,1,20,1,16,2,20,1,15,3,6,6,5,3,6,1,7,6,7,5,7,4,7,6,1,1,1,4,4,6,7,5,7,7,7,7,2,4,7,6,1,4,5,3,6,6,5,1,5,7,7,6,7,6,3,5,3,7,7,7,6,6,4,4,2,3,2,1,1
488,1,29,1,4,1,24,2,3,1,5,3,4,4,4,4,4,4,5,5,5,5,5,7,4,7,7,7,7,4,4,4,5,7,3,2,2,4,2,2,2,7,1,1,1,1,1,6,4,4,5,7,7,7,7,7,5,6,7,4,7,7,7,7,7,7,7,7,7,4,4
489,1,36,1,4,1,21,2,4,1,20,5,7,7,7,7,7,7,1,1,1,1,7,7,7,7,1,1,1,7,7,7,6,7,7,7,7,7,2,1,1,7,7,9,5,1,5,6,4,3,6,7,7,7,7,7,4,7,1,7,7,7,4,1,1,1,6,6,6,6,1
490,2,57,1,7,1,17,1,6,1,0,4,1,1,1,1,1,7,6,4,4,6,5,1,1,4,7,7,7,2,6,6,4,7,4,2,2,4,2,2,3,8,8,5,3,1,2,6,2,2,2,7,7,4,7,7,6,7,7,7,7,7,7,7,7,7,7,7,5,4,5
491,1,27,1,14,1,17,2,22,1,30,5,1,1,1,7,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,7,2,2,6,6,9,5,9,6,6,6,6,5,3,5,7,7,7,7,7,7,7,7,4,7,7,1,7,7,7, ,7,7,4,4
492,1,29,1,7,1,16,2,7,1,22,5,2,2,2,2,2,2,1,1,1,1,3,1,1,2,1,1,2,1,1,1,1,2,1,2,6,5,2,2,4,9,4,8,5,2,2,6,4,3,6,7,7,7,7,7,2,2,1,4,6,7,3,7,7,7,7,6,6,5,2
493,1,40,1,15,1,20,2,12,1,3,5,3,3,3,3,3,3,3,1,2,2,2,1,2,3,6,7,7,2,2,4,6,4,4,2,3,3,2,7,7,9,7,7,9,9,9,6,4,4,7,7,6,6,6,7,5,7,7,7,7,7,1,6,7,7,7,7,7,5,1
494,1,29,1,2,1,19,2,2,1,2,3,4,3,2,3,1,4,3,2,4,4,2,1,2,3,7,7,7,1,1,2,1,6,2,2,7,2,2,1,1,9,9,9,9,9,9,6,3,2,3,7,6,7,6,7,4,7,1,7,7,2,1,7,7,6,7,7,4,6,7
495,2,29,1,1,1,19,1,1,1,20,4,7,7,7,7,7,7,7,7,7,7,2,6,7,7,6,6,6,6,6,6,7,6,6,2,2,2,2,2,2,9,8,1,9,2,9,6,6,6,5,7,6,6,2,2,7,7,7,2,7,7,7,7,6,6,7,7,6,6,7
496,1,27,1,2,1,16,2,1,2,1,4,4,6,3,6,5,3,5,3,6,3,3,3,6,4,3,6,3,5,3,5,3,6,4,3,5,3,3,7,5,4,7,6,5,8,5,3,5,3,5,3,7,3,6,3,6,5,2,6,4,3,6,4,1,6,3,3,6,2,5
497,1,25,1,2,1,18,2,2,2,1,4,2,2,4,2,2,3,3,1,2,2,5,2,2,2,3,3,3,2,2,2,2,3,2,5,5,5,3,3,2,2,6,7,6,6,5,4,2,4,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
498,1,27,1,1,1,22,2,1,1,3,4,3,4,4,2,3,3,4,2,3,3,5,4,5,2,4,3,3,4,3,2,2,3,4,5,4,6,3,3,2,1,2,6,1,2,1,4,3,2,4,5,5,5,6,5,4,6,5,5,6,5,5,6,4,6,6,5,5,4,6
499,1,25,1,2,1,19,2,2,2,3,4,2,2,3,3,2,4,3,3,3,3,5,1,1,2,2,2,3,3,2,2,2,4,4,5,5,4,3,2,2,5,8,7,6,6,6,4,3,4,5,5,6,5,4,5,5,5,5,6,6,4,5,5,5,5,4,5,5,6,6
501,1,29,1,2,2, ,2,3,1,2,4,5,4,3,4,5,5,4,3,4,3,4,5,5,4,3,4,3,5,3,4,5,5,4,5,4,3,3,2,4,5,4,5,4,5,4,4,3,4,4,6,5,3,4,5,6,5,3,4,5,5,4,3,5,5,4,3,4,5,4
502,2,26,1,2,1,25,1,1,1,3,3,2,3,5,4,4,2,4,5,4,5,7,5,4,7,6,5,5,6,6,5,6,5,4,6,5,6,3,3,2,8,6,3,5,7,6,4,3,3,5,6,5,6,6,5,3,6,6,7,7,7,5,7,5,4,6,6,7,5,4
503,1,30,1,2,1,20,2,2,2,5,5,4,1,5,6,4,3,3,1,2,2,4,1,1,1,2,3,3,2,2,1,2,3,1,5,6,5,3,3,3,8,8,1,6,5,6,4,3,3,7,6,7,7,7,6,5,6,6,5,7,5,6,7,6,6,5,7,7,5,5
504,1,29,1,3,1,19,2,3,2,6,4,1,1,1,1,1,4,1,1,1,1,2,1,1,1,1,4,4,1,4,1,1,1,1,2,4,2,3,2,2,1,5,3,4,3,2,4,3,2,6,7,7,1,7,7,5,6,6,7,7,6,6,7,7,7,7,7,7,7,7
506,2,29,1,1,1,17,1,2,2,5,3,4,5,6,5,5,7,5,4,5,6,5,2,3,4,7,7,6,2,3,7,4,4,5,2,3,2,3,1,2,9,5,8,8,3,1,5,2,3,6,4,5,6,5,3,5,5,5,4,6,5,7,7,6,5,6,5,5,4,4
507,1,33,1,3,1,8,2,3,2,1,5,1,2,2,4,3,4,3,2,2,2,3,2,1,1,2,3,2,2,2,2,2,4,3,2,5,2,3,2,2,3,2,4,2,2,7,5,5,2,5,5,6,5,6,5,6,2,2,2,7,3,6,5,5,6,5,6,5,6,6
508,1,39,1,3,1,14,2,6,2,3,3,2,2,2,3,2,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,5,6,6,3,2,2,5,3,3,7,8,7,5,4,2,5,5,5,5,6,6,5,6,4,6,6,6,6,6,6,6,6,6,6,6,6
509,1,39,1,3,1,16,2,7,2,6,3,2,2,2,2,2,4,3,2,2,2,2,2,2,2,2,3,3,2,2,2,2,4,2,4,2,6,3,3,3,6,4,6,6,4,7,5,4,3,5,5,5,5,6,5,5,6,3,6,6,6,6,6,6,6,6,6,6,6,6
512,1,33,1,2,1,18,2,2,1,1,5,4,2,3,2,1,3,4,3,3,4,6,4,2,3,2,1,3,4,4,2,3,2,2,7,4,6,3,2,2,9,7,2,6,8,7,5,5,4,5,5,6,7,6,6,1,6,7,6,6,6,5,6,6,7,6,6,5,7,6
514,2,30,1,10,1,17,1,25,2,10,3,3,4,4,6,4,6,6,6,6,6,5,4,2,3,6,6,6,3,3,6,5,6,5,2,2,2,3,2,1,6,1,5,7,2,1,5,3,3,3,6,6,5,5,6,5,6,1,7,6,7,4,6,6,6,5,5,5,3,3
515,1,27,1,11,1,18,2,7,2,3,4,2,2,3,4,3,4,4,3,4,3,4,6,2,6,4,5,4,3,3,4,3,3,4,6,3,4,3,4,4,7,4,5,4,6,5,5,4,4,4,6,5,7,6,5,4,6,4,4,6,6,5,6,5,5,5,5,5,2,3
516,1,33,1,4,1,16,2,2,1,10,5,3,2,4,3,2,2,3,3,2,4,6,3,4,2,3,1,2,2,3,1,3,1,1,4,5,4,3,7,5,9,7,4,4,5,8,5,4,2,5,6,4,7,6,7,6,7,5,6,5,7,5,7,5,7,5,6,7,4,6
517,1,35,1,8,1,14,2,4,1,6,3,4,2,3,4,2,4,5,5,6,4,5,2,3,2,3,5,4,1,2,3,3,4,4,3,6,6,3,5,5,9,9,9,8,6,6,5,4,3,3,6,6,5,6,6,3,3,3,4,6,2,2,5,5,5,5,5,5,2,1
518,1,27,1,4,1,18,2,10,2,15,5,2,1,2,3,2,3,4,4,4,5,2,1,1,1,6,7,7,1,1,3,2,3,2,2,3,2,3,1,6,7,8,9,4,4,3,5,4,1,6,7,7,6,7,5,4,7,1,4,7,1,4,7,7,7,7,7,7,4,1
520,1,29,1,10,1,26,2,1,1,4,3,2,4,3,7,5,7,3,4,7,3,3,4,7,6,3,5,4,7,3,7,5,7,6,5,3,2,3,7,5,6,8,6,4,8,6,6,4,3,6,2,6,3,6,5,7,5,7,3,5,3,6,4,5,7,6,3,4,6,5
521,1,34,1,5,1,16,2,20,0,0,3,4,4,6,6,4,3,7,6,6,6,7,7,7,7,7,6,7,1,1,2,4,6,6,4,7,2,3,6,8,9,9,9,7,5,7,6,5,5,5,2,6,6,6,6,6,2,3,4,7,2,1,4,4,3,6,6,6,2,1
522,1,40,1,5,1,18,2,5,2,30,4,4,5,3,3,3,4,4,5,5,5,5,4,4,2,4,5,4,4,4,5,5,4,3,5,4,3,3,3,2,7,2,3,1,1,1,6,5,2,6,4,4,5,5,4,4,4,4,5,4,5,4,4,4,4,3,4,4,5,5
523,1,25,1,2,1,25,2,2,2,3,5,2,1,2,2,2,3,1,2,2,3,6,2,1,1,1,1,2,1,1,1,1,2,2,2,6,2,3,2,1,2,3,2,2,2,3,6,4,3,6,5,6,2,7,6,2,6,5,5,7,5,6,5,5,5,6,6,6,5,6
524,1,30,1,2,1,24,2,2,2,2,4,3,2,3,2,2,2,2,1,2,2,6,2,3,2,2,1,2,2,1,1,1,2,2,3,6,2,3,2,2,7,8,6,7,6,6,6,4,4,5,6,5,7,2,7,3,5,6,6,6,5,6,6,6,6,6,5,6,5,5
525,2,23,1,5,1,22,1,3,2,14,5,2,3,2,3,3,3,5,6,6,5,2,2,2,5,6,4,7,6,3,2,3,6,3,2,2,2,3,1,1,8,7,5,2,2,1,6,4,4,4,6,7,7,6,7,6,6,6,1,7,7,2,5,5,5,6,7,7,4,1
528,2,47,1,10,1,16,1,20,2,25,4,3,3,3,3,3,3,1,3,3,7,2,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,3,4,3,9,9,1,7,7,7,6,5,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
529,1,23,1,3,1,19,2,3,1,0,4,4,4,3,4,4,3,4,4,4,3,5,3,4,4,4,4,3,4,3,3,4,4,4,4,4,3,4,5,5,5,4,5,4,5,6,3,3,3,5,4,3,4,4,4,4,3,5,4,5,4,3,4,4,4,4,4,4,4,4
530,1,23,1,3,1,17,2,2,1,14,3,5,4,5,3,4,6,5,4,5,4,3,4,5,6,4,4,4,5,4,6,4,4,3,3,3,4,4,6,7,6,5,5,6,7,6,3,4,5,6,5,5,6,3,6,5,5,5,5,3,3,6,5,4,4,5,5,4,4,5
531,1,29,1,1,1,20,2,1,1,6,5,3,3,3,4,4,3,2,4,4,4,5,3,2,3,4,4,5,4,3,2,3,4,3,5,6,4,4,7,6,7,7,4,7,8,6,3,3,3,3,6,7,5,6,5,5,4,6,6,5,6,5,4,4,6,5,3,5,6,4
532,1,30,1,1,1,16,2,2,2,2,5,6,5,6,5,5,5,6,6,6,5,3,5,6,6,5,4,5,4,5,5,7,6,6,2,3,2,4,4,2,2,4,6,4,6,8,4,3,3,3,6,6,7,7,6,5,5,5,7,6,6,7,7,7,6,6,7,7,7,6
533,2,24,1,2,1,14,1,3,1,20,4,5,4,5,4,5,5,4,4,5,4,5,5,5,5,4,3,4,4,4,3,3,3,4,5,4,5,4,3,3,3,4,6,5,5,5,4,4,4,5,6,5,5,3,3,5,4,4,4,4,5,5,4,5,4,5,4,3,5,4
534,2,56,1,4,1,27,1,3,1,2,4,3,4,6,4,5,6,5,5,6,6,6,6,6,3,2,2,5,6,6,3,4,6,3,4,2,2,4,6,6,7,6,2,7,3,6,4,5,4,6,6,3,5,3,5,4,6,5,3,5,5,4,5,6,3,5,3,5,3,5
535,2,26,1,3,1,14,1,5,3,1,3,4,3,6,6,5,7,4,6,6,6,2,4,5,5,3,4,4,3,5,5,3,4,7,3,2,2,4,3,5,4,4,7,6,5,5,5,4,3,5,4,6,5,5,6,3,4,4,3,6,6,6,4,5,5,3,3,6,4,5
536,2,23,1,1,1,2,1,1,1,1,4,5,4,6,4,3,3,2,5,4,5,3,5,4,3,3,3,6,5,6,5,4,3,6,3,4,5,4,3,3,5,6,7,6,4,4,5,4,4,4,6,5,4,4,3,3,4,3,5,3,5,4,4,4,4,3,3,4,4,4
538,1,29,1,1,1,18,2,1,1,1,3,2,1,2,4,3,1,3,1,2,3,7,2,2,1,3,2,2,3,3,4,2,3,3,5,7,7,4,2,3,8,6,4,6,8, ,5,4,4,4,6,5,4,7,6,6,4,6,5,7,6,4,5,2,6,5,5,7,6,6
539,2,34,1,5,1,17,1,32,3,1,3,4,3,4,2,2,3,3,3,4,3,2,5,3,4,5,3,2,2,2,4,3,4,6,2,5,2,4,8,8,8,8,8,6,3,5,5,4,4,5,6,7,4,7,7,7,7,5,4,6,7,3,6,6,6,7,7,7,7,4
542,1,24,1,6,1,18,2,8,3,12,5,2,1,2,3,2,4,6,5,4,3,3,7,7,7,7,7,7,1,2,3,2,3,4,2,3,2,4,3,5,8,8,8,7,6,6,6,4,4,6,5,7,6,7,5,3,7,5,4,7,2,3,5,6,6,7,6,7,7,2
543,2,32,1,12,1,17,1,25,3,5,4,2,2,2,2,2,2,6,5,5,2,2,1,2,2,6,4,6,2,2,2,2,2,3,2,6,3,4,6,6,9,8,8,6,5,4,6,3,3,3,5,5,3,3,5,6,3,5,4,5,2,2,3,2,2,6,5,5,3,4
544,1,30,1,6,1,16,2,4,2,2,4,5, ,4,6,4,4,3,4,5,6,3,4,4,5,4,5,4,5,5,4,5,5,4,3,4,2,4,2,4,2,4,5,5,3,4,6,6,3,6,6,7,6,5,6,7,6,6,6,6,7,6,7,6,6,6,6,5,5,6
545,1,36,1,10,1,15,2,50,3,20,5,1,1,2,3,1,4,7,2,3,2,4,1,1,1,7,7,7,1,1,1,1,1,1,7,2,2,4,7,9,9,9,9,3,3,1,6,5,2,6,6,7,7,7,7,1,7,7,1,7,6,1,7,7,7,7,7,7,5,1
546,1,28,1,3,1,17,2,4,1,0,3,3,5,2,2,5,6,4,4,3,6,3,5,1,4,2,2, ,4,4,2,3,5,5,6,5,2,5,4,7,4,3,7,6,7,8,2,4,5,5,3,5,5,3,4,6,6,4,3,5,3,3,3,4,4,5,4,6,4,5
549,2,31,1,1,2, ,1,1,1,0,4,5,6,6,6,6,5,6,6,5,6,3,4,6,4,3,5,5,6,6,5,4,6,6,4,5,3,5,4,3,1,2,8,4,3,6,4,3,4,4,5,4,3,5,6,5,4,5,4,3,5,6,5,4,3,6,5,5,6,4
550,2,28,1,3,1,16,1,4,1,6,4,4,5,2,3,4,5,4,3,5,5,4,4,5,3,4,5,5,6,3,6,6,2,2,3,3,4,5,6,4,5,7,5,4,7,4,4,3,4,4,5,3,5,5,4,4,5,6,5,4,5,4,4,5,5,4,5,5,5,4
551,2,27,1, ,1,27,1,1,1,3,4,6,4,6,7,6,4,6,5,7,5,2,3,5,7,3,4,6,4,6,3,5,5,4,4,2,3,5,7,5,7,5,2,6,3,6,4,2,4,5,5,4,6,6,5,7,6,4,6,6,6,5,7,6,4,6,7,5,6,6
552,1,30,1,1,1,25,2,1,1,10,4,2,3,3,3,2,4,1,1,2,1,6,1,1,2,2,4,3,1,2,2,1,2,4,2,4,2,5,6,5,8,6,5,6,5,6,4,4,1,7,5,6,7,7,6,4,5,6,6,7,6,7,7,6,7,6,7,6,5,5
553,1,26,1,1,2, ,2,1,1,3,3,3,2,5,4,6,2,4,5,3,4,6,1,2,6,3,4,2,3,2,3,1,6,4,2,6,4,5,3,4,8,1,7,5,7,3,4,3,4,3,5,7,3,5,2,4,4,7,6,3,4,6,7,3,4,7,3,4,3,6
554,2,21,1,5,1,19,1,2,1,12,3,3,3,4,4,3,4,5,4,3,5,6,5,3,4,6,2,4,4,3,3,4,3,4,5,4,4,5,5,8,2,6,6,6,4,7,5,3,1,4,3,4,4,5,4,4,4,4,3,5,3,1,4,5,5,3,3,6,4,2
556,1,32,1,1,1,25,2,1,1,10,4,2,3,4,3,2,1,2,3,3,2,5,4,5,4,3,2,1,2,2,3,4,3,3,6,5,5,5,6,7,1,7,2,7,8,7,5,4,5,7,5,6,7,6,5,4,5,6,7,6,4,5,6,7,6,5,5,6,7,6
557,2,42,1,8,1,14,1,20,4,4,3,2,2,2,1,2,1,2,2,2,2,3,2,2,2,5,7,7,1,1,2,2,1,2,2,4,2,5,2,4,9,9,9,4,5,2,5,2,2,4,5,6,6,5,5,4,4,5,6,6,5,3,6,6,6,7,6,6,5,4
558,1,37,1,2,1,21,2,2,2,10,4,7,7,7,7,7,7,7,7,5,6,2,7,4,5,6,6,7,6,4,6,6,3,6,2,2,2,5,7,7,3,8,4, ,5,6,5,3,4,5,6,5,5,6,7,5,6,6,3,5,5,6,6,4,3,6,7,7,5,6
559,1,29,1,5,1,18,2,4,2,5,5,6,5,4,5,5,6,5,4,5,5,4,5,5,6,5,4,5,6,5,4,6,4,6,3,4,2,5,3,4,4,5,6,5,7,5,5,4,4,4,6,6,5,7,4,6,6,5,7,5,5,6,6,5,7,6,5,6,7,6
560,2,26,1,10,1,18,1,20,1,0,2,4,3,3,4,3,3,4,6,3,4,3,3,3,5,3,4,4,4,3,4,3,4,5,5,4,4,6,5,5,5,6,7,4,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,5,4
561,1,28,1,2,1,25,2,1,1,1,4,4,4,3,5,5,4,4,4,5,7,2,6,6,4,3,6,4,4,2,4,3,6,5,3,4,5,6,4,4,8,5,6,6,4,5,3,4,4,5,7,6,6,5,7,7,5,3,2,2,5,3,5,3,5,3,6,6,7,6
563,1,30,1,2,1,18,2,3,1,1,4,5,4,3,4,5,5,4,4,3,3,4,5,5,4,4,3,4,5,5,4,3,4,5,3,4,5,6,5,4,4,5,4,7,5,4,4,3,3,5,6,5,4,3,4,5,5,4,3,4,5,4,3,4,5,4,3,4,5,4
564,1,27,1, ,2, ,2,1,1,1,3,5,3,6,6,3,6,4,6,7,4,3,6,2,6,5,3,4,4,4,4,6,4,6,4,2,4,6,9,7,4,6,1,6,3,6,4,5,4,6,6,3,6,5,5,7,6,6,6,6,6,4,6,6,5,7,7,5,7,6
565,1,26,1,3,1,21,2,1,1,1,4,4,2,4,2,4,6,7,4,5,6,5,5,4,7,2,5,4,7,5,6,3,4,6,4,6,4,6,8,6,5,6,5,3,5,3,4,4,4,4,6,7,4,6,7,5,6,3,5,6,5,7,4,6,5,3,6,5,4,5
566,1,29,1,2,1,20,2,2,1,12,4,5,5,4,5,4,5,5,5,6,5,5,5,5,5,4,6,6,5,3,5,6,5,6,2,3,4,6,5,6,7,5,6,5,5,6,4,3,4,5,6,6,6,5,6,6,6,5,5,6,6,6,6,6,6,6,5,6,6,7
567,1,27,1,0,2, ,2,1,1,0,5,5,5,5,6,5,6,5,4,5,3,5,4,5,5,5,5,4,4,2,3,4,5,6,3,5,4,6,8,6,5,4,4,3,2,2,5,3,2,2,5,5,6,4,7,4,5,5,6,7,5,5,4,6,6,6,5,2,3,5
568,1,24,1,2,1,23,2,10,5,1,5,6,4,2,5,3,2,5,3,7,5,6,4,3,5,3,5,2,5,5,2,5,2,4,6,3,2,6,4,7,6,2,4,6,3,6,5,2,4,5,5,2,6,3,5,3,5,2,5,2,5,2,5,2,5,3,6,4,6,2
569,1,31,1,1,1,27,2,1,1,0,4,4,3,4,4,5,1, ,1,1,2,5,4,3,4,4,3,3,2,2,3,2,3,4,4,4,6,6,6,7,7,4,5,2,3,4,5,4,4,6,5,4,5,5,4,5,5,6,6,6,5,6,5,5,6,5,5,4,5,5
