ParticipantID,ParticipantSex,ParticipantAge,ParticipantLTR,PartnerNumber,HadSex,AgeSex,ParticipantLifetimeSexPartners,PastYearSexPartners,PastMonthSex,MMS1,MMS4,MMS5,MMS6,MMS7,MMS8,MMS9,MMS10,MMS11,MMS12,MMS13,MMS14,CMVS1,CMVS2,CMVS3,CMVS4,CMVS5,CMVS6,CMVS7,CMVS8,CMVS9,CMVS10,CMVS11,CMVS12,CMVS13,CMVS14,CMVS15,CMVS16,CMVS17,CMVS18,CMVS19,CMVS20,CMVS21,CMVS22,CMVS23,CMVS24,CMVS25,CMVS26,SOIR1,SOIR2,SOIR3,SOIR4,SOIR5,SOIR6,SOIR7,SOIR8,SOIR9,ZSDQ1,ZSDQ2,ZSDQ3,ZSDQ4
167,2,29,1,1,1,25,1,1,12,1,2,7,1,7,2,1,1,7,1,7,1,1,2,3,5,3,6,2,2,4,2,2,1,2,2,6,5,7,3,5,2,2,4,2,2,4,3,2,1,1,1,1,1,2,2,2,-.44201679969636,-1.23675486730071,-1.38936092797183,-.254288858046192
168,2,32,1,3,1,18,3,1,6,2,5,6,5,5,1,1,5,5,5,6,6,2,2,2,2,2,2,2,2,2,2,6,2,2,2,5,2,4,2,2,2,2,2,2,3,4,3,2,2,1,1,1,2,1,1,1,.394169620347785,.538352118707369,-1.38936092797183,1.26317473387174
169,2,26,1,6,1,15,2,1,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,1,1,1,7,7,7,7,7,1,1,1,2,2,1,1,9,1,9,6,6,1.23035604039193,.538352118707369,.964833977758214,1.26317473387174
170,2,53,1,3,1,23,2,1,0,1,1,1,5,1,3,4,1,6,1,6,3,4,4,4,7,4,6,6,4,6,4,5,1,1,7,7,7,7,4,4,4,4,7,5,5,2,2,2,1,1,4,1,4,2,2,1,-2.11438963978465,-1.23675486730071,-1.38936092797183,-1.77175244996412
171,2,39,1,30,1,17,20,1,10,2,6,2,6,2,5,2,7,6,2,6,7,2,2,2,2,2,1,3,3,4,3,7,1,1,3,5,5,6,1,1,2,2,2,1,1,5,3,2,5,8,1,1,1,5,5,5,1.23035604039193,.538352118707369,.964833977758214,.504442937912773
172,2,27,1,1,1,20,1,1,4,2,6,2,6,2,3,2,6,6,2,7,6,5,6,6,6,4,3,6,7,6,6,5,2,3,5,7,7,5,3,3,5,4,6,5,2,1,1,2,1,1,7,5,6,3,3,2,-.44201679969636,-1.23675486730071,-1.38936092797183,-1.01302065400516
173,2,59,1,5,1,16,4,1,1,2,7,3,6,3,3,3,7,5,5,5,5,3,5,5,6,6,7,3,2,5,5,3,1,2,2,6,6,6,4,4,7,4,7,5,3,2,2,2,2,1,2,2,5,3,3,1,-.44201679969636,-1.23675486730071,-.604629292728481,-1.01302065400516
174,2,21,1,12,1,14,5,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,4,9,9,9,2,2,3,.394169620347785,.538352118707369,.964833977758214,-.254288858046192
175,2,49,1,14,1,14,33,1,0,4,7,1,7,1,3,2,4,7,2,7,6,2,2,2,2,2,3,4,2,1,1,2,2,2,2,3,4,4,1,1,1,2,1,5,3,4,3,2,5,4,5,3,3,2,5,3,1.23035604039193,1.42590561171141,1.74956561300156,1.26317473387174
176,2,27,1,7,1,17,10,1,2,4,2,3,3,3,3,2,2,5,2,5,3,4,3,4,3,3,3,6,5,6,6,6,2,2,2,6,6,6,2,3,3,3,3,2,2,2,3,2,4,6,2,2,5,6,1,1,-1.27820321974051, ,-1.38936092797183,-2.53048424592309
177,2,66,1,3,1,16,1,1,4,1,4,1,5,1,2,1,6,6,1,6,6,2,2,2,3,3,3,2,2,3,3,2,1,1,4,7,7,7,2,2,4,4,6,2,1,1,1,2,2,1,9,2,1,1,2,1,-.44201679969636,-.349201374296671,-.604629292728481,-.254288858046192
178,2,41,1,5,1,19,1,1,4,2,5,1,6,1,1,2,4,6,2,6,5,3,2,3,3,2,4,3,6,6,3,2,1,1,6,7,7,7,2,2,4,2,6,3,1,5,3,2,1,1,8,3,2,1,1,1,.394169620347785,.538352118707369,.964833977758214,-.254288858046192
179,2,33,1,13,1,15,10,1,8,2,7,1,6,1,6,1,7,6,1,7,3,3,5,5,6,6,7,3,5,6,7,3,1,2,2,7,7,7,1,1,7,3,7,3,1,6,1,2,3,7,7,3,4,5,2,2,-.44201679969636,.538352118707369,-1.38936092797183,-.254288858046192
180,2,55,1,4,1,15,4,1,4,2,2,2,7,2,2,2,2,5,1,6,2,2,2,2,4,2,4,4,2,4,4,2,6,6,4,1,1,1,6,2,4,2,4,3,2,2,2,2,4,4,5,1,1,1,1,1,.394169620347785,.538352118707369,.180102342514866,1.26317473387174
184,2,30,1,7,1,17,25,1,3,1,5,1,4,1,2,2,6,2,2,4,2,4,5,5,2,4,1,1,1,1,1,3,7,7,3,1,1,1,5,5,1,5,2,6,6,4,6,2,6,6,6,4,5,5,5,1,-.44201679969636,-1.23675486730071,-.604629292728481,-1.01302065400516
185,2,31,1,2,2, ,1,1,1,1,4,2,3,1,1,1,4,6,1,5,4,2,2,3,6,2,3,4,5,6,3,3,3,2,2,2,3,4,3,2,2,3,2,3,2,6,6,2,2,1,2,1,3,5,2,2,-2.11438963978465,-1.23675486730071,-1.38936092797183,-1.77175244996412
186,2,60,2,20,1,18,15,0,0,6,2,2,5,1,4,4,1,6,1,6,2,2,2,2,2,2,2,3,3,2,2,2,1,2,2, ,7,7,2,2,2,2,6,1, ,2,2,1,5,3,9,6,6,2,2,2,-2.11438963978465,-1.23675486730071,-.604629292728481,-1.77175244996412
187,2,32,1,3,1,21,1,1,4,4,4,4,3,2,3,4,4,4,3,3,3,4,4,5,5,6,4,4,4,4,4,6,7,4,5,5,4,4,5,4,4,5,4,4,3,3,3,2,2,2,6,6,4,7,6,1,.394169620347785,-.349201374296671,-1.38936092797183,.504442937912773
188,2,70,1,1,1,19,2,1,2,1,1,2,3,1,1,1,1,7,1,7,6,2,1,1,1,1,1,3,3,4,3,6,5,3,3,7,7,7,5,5,6,6,7,3,3,1,1,2,1,2,1,1,8,1,1,1,-1.27820321974051,-1.23675486730071,-1.38936092797183,-1.77175244996412
189,2,29,1,5,1,16,3,1,2,2,1,1,5,1,1,1,1,5,1,5,2,2,2,3,5,2,5,6,6,4,3,3,1,2,2,3,6,3,2,2,2,3,2,2,2,2,3,2,2,1,9,2,2,2,2,2,-2.11438963978465,-1.23675486730071,-.604629292728481,-.254288858046192
190,2,46,1,2,1,22,3,1,6,4,2,2,6,2,2,2,2,6,2,3,2,2,2,2,3,3,3,2,2,3,2,2,2,1,3,5,6,6,3,2,2,3,3,4,3,3,3,2,2,1,9,2,7,2,2,1,1.23035604039193,.538352118707369,-.604629292728481,1.26317473387174
191,2,37,1,6,1,20,6,1,20,1,6,1,6,1,1,1,6,7,1,7,1,4,4,4,1,4,2,1,1,1,1,2,7,7,1,1,1,1,5,5,1,5,1,6,7,7,7,2,2,2,3,1,1,1,1,1,.394169620347785,.538352118707369,-.604629292728481,-.254288858046192
192,2,41,1,4,1,21,2,1,0,3,4,4,5,3,2,2,4,5,2,6,4,3,4,4,4,4,6,3,4,4,5,5,2,2,2,4,4,4,3,3,4,3,5,3,3,4,4,2,2,2,2,2,2,1,1,2,-2.11438963978465,-1.23675486730071,-.604629292728481,-1.77175244996412
193,2,46,1,10,1,18,5,1,15,5,6,1,6,1,2,6,6,7,3,7,4,2,3,7,7,6,7,4,5,3,4,3,1,1,1,5,5,5,1,1,2,2,2,3,2,2,3,2,3,1,4,1,1,1,1,1,.394169620347785,.538352118707369,-1.38936092797183,.504442937912773
194,2,56,2,20,1,15,25,0,0,3,2,2,6,2,2,5,2,5,4,6,5,3,5,5,5,4,4,4,5,4,3,5,1,1,4,5,5,5,2,3,4,3,6,2,2,2,2,1,3,5,7,3,7,6,6,6,-1.27820321974051,-1.23675486730071,-.604629292728481,-.254288858046192
195,2,25,2,1,1,24,4,1,0,1,7,1,7,1,6,1,7,7,1,7,5,5,4,4,3,4,5,7,7,7,7,7,7,7,7,4,7,7,1,1,5,4,5,7,7,7,7,2,2,2,7,1,8,2,2,2,-1.27820321974051,-2.12430836030475,.180102342514866,-1.01302065400516
196,2,49,2,6,1,15,12,2,1,3,2,3,5,3,2,3,3,5,4,7,5,3,3,4,3,3,3,3,6,5,4,3,4,4,4,4,6,6,3,3,4,4,4,3,1,1,1,3,2,5,4,5,4,3,4,2,-.44201679969636,-1.23675486730071,-.604629292728481,.504442937912773
198,2,34,1,5,1,17,32,3,1,4,7,4,7,6,6,5,6,7,6,5,6,4,3,4,2,2,3,3,3,4,3,2,5,3,4,5,3,2,2,2,4,3,4,6,2,5,1,4,8,8,8,8,8,6,3,5,.394169620347785,.538352118707369,.964833977758214,.504442937912773
199,2,60,1,5,1,15,6,1,0,5,6,1,6,1,5,1,6,7,1,7,1,5,7,7,7,7,7,6,7,7,7,7,1,4,7,7,7,7,2,2,7,7,7,7,5,1,1,2,2,6,8,3,4,1,2,1,-2.11438963978465,-1.23675486730071,-.604629292728481,-2.53048424592309
201,2,35,1,20,1,17,40,1,1,2,4,5,4,5,3,2,4,6,2,5,2,3,4,3,2,3,5,2,3,3,3,4,6,6,5,2,2,2,1,1,3,4,1,5,7,7,7,2,6,8,8,8,8,6,6,4,-.44201679969636,-.349201374296671,-.604629292728481,-1.01302065400516
202,2,50,1,4,1,21,9,1,12,1,4,1,5,1,1,1,5,5,1,5,5,6,6,6,1,6,6,2,4,4,4,5,7,7,6,1,1,1,6,6,5,6,2,5,7,7,7,2,2,3,4,1,1,1,1,1,-.44201679969636,.538352118707369,.180102342514866,-.254288858046192
203,2,48,1,5,1,18,5,1,5,1,1,1,7,1,1,1,1,7,1,7,3,2,5,5,5,4,7,1,1,3,3,2,1,1,2,7,7,7,1,2,5,2,6,1,1,1,3,2,2,2,1,9,1,2,2,1,.394169620347785,-.349201374296671,-1.38936092797183,-.254288858046192
204,2,42,1,4,1,21,4,1,30,1,6,1,7,1,1,1,6,5,1,5,6,1,1,1,3,3,7,7,7,7,5,3,3,1,7,7,7,7,3,3,3,1,3,3,1,1,1,2,1,1,1,1,1,2,2,2,-.44201679969636,-1.23675486730071,-1.38936092797183,2.0219065298307
205,2,48,1,5,1,16,21,1,1,2,5,1,6,1,2,1,5,6,1,4,4,4,4,5,5,3,5,6,6,6,5,2,6,3,6,7,7,7,2,3,5,3,6,3,2,3,4,2,6,6,6,3,4,2,2,2,-.44201679969636,-.349201374296671,-.604629292728481,-1.01302065400516
206,2,48,1,5,1,28,5,1,4,1,6,1,5,1,3,4,6,5,2,3,2,3,3,5,6,3,7,6,6,7,5,2,2,1,1,6,7,7,3,3,6,2,7,5,1,1,2,2,1,2,5,3,1,1,1,1,-.44201679969636,-.349201374296671,.180102342514866,-.254288858046192
207,2,41,2,6,1,15,65,1,0,2,1,5,7,2,5,7,2,5,2,3,1,3,2,2,1,3,1,7,7,7,7,6,7,7,7,7,7,7,2,1,3,4,5,2,1,1,1,2,9,9,9,9,9,1,2,1,.394169620347785,.538352118707369,.964833977758214,.504442937912773
208,2,60,1,50,1,15,80,1,10,1,4,1,6,1,2,4,4,5,1,6,6,2,2,2,2,2,3,4,4,4,3,2,2,2,6,6,6,6,3,4,3,2,2,2,2,2,2,2,6,8,8,8,9,3,2,1,.394169620347785,.538352118707369,-.604629292728481,.504442937912773
209,2,31,1,3,1,17,10,1,5,1,6,4,6,5,1,1,7,6,1,6,7,2,2,2,4,2,2,6,6,6,4,3,1,1,2,6,6,6,2,1,1,1,4,1,6,2,6,2,3,4,8,1,7,1,1,1,.394169620347785,.538352118707369,-1.38936092797183,-.254288858046192
210,2,38,1,6,1,17,6,1,13,1,3,1,7,1,1,1,1,6,1,6,2,3,6,6,7,6,7,3,3,5,6,6,1,1,1,5,6,3,3,3,6,3,7,6,5,1,5,2,3,3,4,1,1,1,1,1,.394169620347785,-1.23675486730071,-1.38936092797183,.504442937912773
211,2,32,1,1,1,23,1,1,1,1,5,1,4,1,1,1,5,5,1,5,5,4,4,3,6,4,7,4,3,4,4,5,1,1,1,6,6,6,3,4,5,4,7,4,1,1,4,2,1,1,1,1,1,1,1,1,-1.27820321974051,-1.23675486730071,-.604629292728481,-.254288858046192
212,2,48,1,8,1,16,20,1,0,1,3,1,5,1,3,1,2,6,1,6,2,6,5,6,7,5,6,6,5,6,6,4,3,2,2,6,6,7,3,3,7,4,7,6,1,3,1,1,6,6,7,4,4,3,2,2,-.44201679969636,-1.23675486730071,-.604629292728481,-.254288858046192
213,2,45,2,3,1,24,17,1,4,1,1,1,5,1,1,1,2,4,1,4,1,7,7,7,7,7,3,5,5,5,4,4,7,4,7,7,7,7,1,1,7,7,7,7,1,7,2,2,2,8,9,7,9,7,2,1,.394169620347785,.538352118707369,.180102342514866,.504442937912773
214,2,39,1,30,1,17,30,1,20,1,7,5,6,1,3,1,7,6,1,6,7,3,3,3,3,3,1,3,3,3,3,1,1,1,3,5,6,6,2,1,5,2,5,2,3,3,3,2,4,9,2,1,2,7,5,4,.394169620347785,.538352118707369,-.604629292728481,.504442937912773
216,2,32,1,2,1,23,5,1,2,2,6,2,6,2,6,2,6,6,2,6,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,2,2,2,1,2,3,2,2,2,2,1,1,9,1,9,2,2,2,1.23035604039193,-1.23675486730071,-.604629292728481,1.26317473387174
218,2,19,2,0,2, ,0,0,0, , , , , , , , , , , , ,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,5,1,1,1,-2.9505760598288,-2.12430836030475,-1.38936092797183,-2.53048424592309
219,2,56,1,18,1,16,8,1,0,2,5,1,5,1,2,6,5,6,5,6,5,2,2,2,3,2,4,5,6,6,7,6,2,1,7,7,7,7,3,2,2,3,6,2,1,1,1,2,4,4,6,3,5,2,2,2,-2.11438963978465,-1.23675486730071,-.604629292728481,-1.77175244996412
220,2,52,1,6,1,17, ,1,0,7,4,1,6,1,1,1,4,7,1,4,4,2,4,4,6,6,6,1,1,2,4,4,1,1,1,7,7,7,2,2,7,4,7,2,1,1,1,2,4,4,1,1,1,1,1,1,-2.11438963978465,-2.12430836030475,-1.38936092797183,-1.77175244996412
221,2,39,1,3,1,17,3,1,20,3,3,2,6,3,2,3,5,2,3,6,2,2,1,2,5,2,5,6,3,4,5,5,2,1,2,5,6,5,1,2,3,3,5,4,2,3,3,2,1,1,3,2,2,2,1,2,1.23035604039193,.538352118707369,-.604629292728481,-.254288858046192
222,2,26,1,4,1,16,4,1,1,2,6,2,6,2,2,2,6,7,2,7,6,2,1,2,3,2,3,2,2,3,2,2,3,3,3,2,3,2,1,1,2,2,1,2,2,1,3,2,5,4,9,9,9,2,2,2,.394169620347785,.538352118707369,-.604629292728481,.504442937912773
223,2,26,1,3,1,21,4,1,10,6,6,6,5,4,4,6,6,5,4,4,5,5,7,6,7,5,5,6,6,7,6,3,5,6,4,4,5,6,5,5,4,4,5,5,4,5,5,2,2,2,4,5,4,5,7,6,.394169620347785,.538352118707369,-1.38936092797183,.504442937912773
225,2,45,1,4,1,15,4,1,6,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,5,5,6,5,3,6,2,2,3,4,3,4,3,3,4,3,4,3,5,4,2,2,2,8,5,6,2,2,3,.394169620347785,-.349201374296671,.180102342514866,-.254288858046192
226,2,32,1,6,1,19,6,1,1,1,6,1,4,1,6,1,6,7,1,6,6,1,7,6,6,6,4,7,7,7,7,6,1,1,2,7,6,6,2,2,6,4,7,5,4,5,3,2,5,5,9,5,9,6,3,5,.394169620347785,.538352118707369,.964833977758214,.504442937912773
227,2,47,1,6,1,17,20,1,5,3,1,4,6,5,5,4,1,7,4,7,5,4,4,4,5,4,2,5,5,4,4,5,6,7,6,2,3,4,7,6,5,4,3,3,3,4,5,2,5,6,9,9,9,4,4,5,.394169620347785,.538352118707369,.180102342514866,.504442937912773
228,2,33,1,5,1,19,5,1,11,2,1,5,7,4,1,3,2,3,6,4,5,3,6,5,5,3,3,3,2,2,4,3,7,7,7,7,4,3,5,2,4,3,2,3,6,5,6,2,1,4,3,1,2,2,2,3,.394169620347785,.538352118707369,.964833977758214,-.254288858046192
229,2,30,1,10,1,17,25,2,10,1,7,1,4,1,3,2,6,5,1,3,3,3,4,4,6,4,6,6,6,6,6,5,4,2,3,6,6,6,3,3,6,5,6,5,2,2,2,3,2,1,6,1,5,7,2,1,.394169620347785,-.349201374296671,.180102342514866,-1.01302065400516
230,2,34,1,3,1,23,2,1,2,2,5,2,3,2,1,1,1,6,1,6,1,5,5,5,5,5,6,5,5,5,6,5,1,2,2,6,6,6,3,5,3,5,5,5,3,3,3,2,1,1,1,1,2,1,1,1,.394169620347785,-.349201374296671,.180102342514866,-.254288858046192
231,2,57,1,8,1,15,7,1,10,4,2,2,7,2,3,3,2,6,1,6,6,2,3,3,3,3,4,2,2,2,2,1,4,1,2,7,6,6,1,1,3,1,4,1,1,4,3,2,2,2,5,7,8,4,3,3,.394169620347785,.538352118707369,.180102342514866,.504442937912773
232,2,27,1,2,1,17,2,1,5,1,1,1,4,1,1,1,1,4,1,4,1,2,4,4,6,2,6,6,6,6,6,6,2,2,2,6,6,6,6,3,3,4,4,3,2,2,2,2,2,2,3,1,1,1,1,1,.394169620347785,-.349201374296671,.180102342514866,-1.01302065400516
233,2,34,1,7,1,23,7,1,4,1,7,1,7,1,4,1,7,7,1,7,5,4,4,4,4,3,5,3,3,4,3,2,1,1,2,5,6,4,3,4,5,3,6,3,2,3,4,2,2,1,6,1,7,2,2,1,-.44201679969636,-.349201374296671,-1.38936092797183,-.254288858046192
234,2,25,2,1,1,20,1,0,0,2,6,1,6,1,3,5,6,6,5,6,5,6,7,7,7,5,6,5,5,6,7,6,1,2,5,7,6,6,2,3,7,5,7,7,5,5,2,1,1,2,8,3,8,6,5,6,.394169620347785,-2.12430836030475,-1.38936092797183,-1.77175244996412
235,2,29,1,6,1,17,10,1,5,2,6,5,5,2,5,5,6,6,5,6,5,5,5,5,6,5,6,6,6,6,5,5,7,3,7,5,5,5,3,3,6,3,5,3,3,2,3,2,3,5,7,7,5,2,2,2,-.44201679969636,-.349201374296671,-.604629292728481,-1.01302065400516
237,2,28,1,3,1,15,3,1,6,1,5,3,4,2,2,2,6,7,2,6,5,2,2,3,5,3,4,4,4,4,3,3,2,2,4,4,5,5,2,2,3,3,3,2,3,4,3,2,1,1,6,2,2,3,2,2,.394169620347785,.538352118707369,.964833977758214,-.254288858046192
238,2,25,1,1,1,21,1,1,1,7,6,7,6,5,7,6,5,6,7,6,5,3,1,1,7,3,7,2,1,2,1,6,3,3,2,3,4,3,3,2,3,2,3,3,1,4,6,2,1,2,1,1,1,4,5,3,1.23035604039193,1.42590561171141,2.53429724824491,1.26317473387174
239,2,60,1,3,1,19,3,1,12,2,5,1,7,1,1,1,6,6,1,6,6,4,6,7,7,6,6,2,2,4,2,2,1,1,1,7,7,7,3,4,3,4,7,1,1,1,1,2,1,1,3,1,2,4,1,1,.394169620347785,-.349201374296671,.180102342514866,.504442937912773
240,2,39,1,1,1,21,1,1,0,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,5,1,6,6,7,7,7,1,1,1,1,7,7,7,7,7,2,6,6,1,1,1,1,2,1,1,1,1,1,1,1,1,-2.11438963978465,-1.23675486730071,-.604629292728481,-1.77175244996412
242,2,29,1,1,1,17,2,2,5,2,4,1,4,1,1,1,4,4,1,4,5,4,5,6,5,5,7,5,4,5,6,5,2,3,4,7,7,6,2,3,7,4,4,5,1,3,2,3,1,2,9,5,8,8,3,1,.394169620347785,-1.23675486730071,.180102342514866,1.26317473387174
243,2,45,1,50,1,14,30,1,10,1,4,4,6,1,4,4,4,7,4,7,4,4,3,4,3,3,4,3,4,4,4,3,1,1,4,6,6,6,2,2,4,4,4,1,1,2,2,2,2,9,8,8,7,2,2,1,1.23035604039193,.538352118707369,-.604629292728481,1.26317473387174
244,2,30, ,1,1,21,1,1,8,1,2,1,1,1,1,1,1,3,1,1,1,5,6,6,7,7,7,6,6,6,7,6,7,6,6,6,6,5,2,2,7,7,7,7,1,1,1,2,1,1,1,1,1,1,1,1,-2.11438963978465,-.349201374296671,-1.38936092797183,-1.77175244996412
245,2,31,1,1,1,16,1,1,1,2,2,4,2,6,3,6,4,3,2,5,6,2,6,6,6,2,3,6,6,6,6,5,6,6,3,6,3,6,5,6,6,2,4,2,6,4,2,2,1,1,7,6,7,5,5,5,.394169620347785,-.349201374296671,.180102342514866,-1.01302065400516
246,2,37,1,3,1,15,5,1,2,1,4,1,5,1,3,1,5,4,1,6,3,5,6,6,5,6,2,7,7,7,7,5,1,2,3,7,7,7,1,1,7,4,7,7,1,7,1,2,1,2,9,5,2,4,3,4,.394169620347785,.538352118707369,.964833977758214,.504442937912773
247,2,45,1,5,1,17,2,1,6,1,4,1,7,1,1,1,5,7,1,7,1,3,3,3,4,3,4,3,6,6,3,7,1,1,1,7,7,7,1,1,3,4,4,4,1,1,1,2,2,2,5,1,1,1,1,1,.394169620347785,.538352118707369,-1.38936092797183,.504442937912773
248,2,33,1,10,1,18,12,1,4,7,7,1,7,1,3,1,7,7,1,7,5,2,2,2,5,3,1,2,2,3,1,1,1,1,1,5,4,5,1,1,2,3,5,1,1,5,1,2,3,4,8,9,9,3,2,1,1.23035604039193,.538352118707369,-.604629292728481,.504442937912773
250,2,47,1,10,1,16,20,2,25,1,4,4,4,4,1,1,1,1,1,1,4,3,3,3,3,3,3,1,3,3,7,1,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,3,4,3,9,9,1,7,7,7,1.23035604039193,1.42590561171141,.964833977758214,2.0219065298307
251,2,50,1,6,1,19,5,1,10,2,2,2,6,2,3,4,2,6,2,5,5,2,3,3,7,4,7,3,4,4,4,4,2,1,2,7,6,6,3,5,4,4,5,3,1,2,2,2,1,1,8,3,2,2,2,2,.394169620347785,.538352118707369,-1.38936092797183,.504442937912773
252,2,47,1,4,1,13,80,1,3,2,2,1,3,1,4,3,5,5,1,5,1,3,2,2,2,2,2,6,6,4,6,6,7,7,7,7,7,7,2,3,3,4,6,2,2,2,2,2,9,9,8,8,8,2,2,2,-1.27820321974051,-.349201374296671,.180102342514866,-.254288858046192
253,2,36,1,1,2, ,1,1,1,2,2,4,6,4,5,2,2,3,2,5,5,6,6,6,6,6,6,6,6,4,3,6,2,2,2,4,2,4,2,3,2,2,2,2,3,6,3,2,2,2,2,2,2,4,4,4,-.44201679969636,-.349201374296671,.964833977758214,-1.01302065400516
254,2,57,1,7,1,17,6,1,0,5,1,6,4,5,1,6,1,5,5,7,5,1,1,1,1,1,7,6,4,4,6,5,1,1,4,7,7,7,2,6,6,4,7,4,1,1,4,2,2,3,8,8,5,3,1,2,1.23035604039193,-1.23675486730071,-.604629292728481,-1.77175244996412
255,2,29,1,3,1,17,2,1,3,1,3,1,7,1,5,1,4,7,1,7,1,2,2,3,5,3,2,3,3,3,3,3,1, ,2,5,6,6,2,3,3,3,3,1,1,3,2,2,1,2,9,7,9,2,1,2,-.44201679969636,-.349201374296671,.180102342514866,-1.01302065400516
256,2,25,1,2,1,16,15,1,1,6,4,5,6,6,4,7,3,5,6,5,6,3,3,3,3,3,3,2,2,4,1,1,1,1,3,6,6,6,1,1,5,3,2,2,3,4,3,2,7,7,8,8,7,7,4,6,-.44201679969636,-1.23675486730071,-.604629292728481,-1.01302065400516
258,2,32,1,5,1,19,5,1,6,1,1,1,3,1,1,2,1,7,1,6,1,3,4,7,7,5,7,7,6,7,7,6,1,1,2,6,7,7,3,3,6,4,7,3,1,1,1,2,3,2,2,1,3,1,2,1,.394169620347785,-2.12430836030475,-1.38936092797183,-1.77175244996412
259,2,36,1,3,1,14,2,1,20,1,1,1,6,1,1,1,4,7,2,6,1,5,6,5,3,5,1,1,1,1,3,7,7,7,6,1,1,1,5,4,4,5,1,6,7,7,7,2,1,1,2,1,2,1,1,1,.394169620347785,.538352118707369,-.604629292728481,.504442937912773
260,2,41,1,7,1,26,2,1,0,1,2,3,3,1,1,1,3,4,1,4,2,3,4,5,1,5,1,7,7,6,2,7,7,7,5,1,1,1,4,4,2,4,1,4,7,7,7,2,1,1,1,1,1,1,1,1,-.44201679969636,-1.23675486730071,-1.38936092797183,-.254288858046192
261,2,33,1,3,1,18,6,1,15,3,6,1,6,1,3,2,6,7,1,7,6,5,4,5,6,2,4,4,3,5,4,3,1,1,1,6,6,4,2,3,2,2,4,5,3,2,4,2,3,3,3,5,4,3,3,5,.394169620347785,-1.23675486730071,-.604629292728481,-.254288858046192
262,2,26,1,6,1,17,6,1,2,5,2,2,6,2,1,1,2,7,2,7,6,2,2,2,5,3,5,5,5,3,3,2,2,2,2,7,6,7,3,5,3,3,3,3,1,2,2,2,1,1,6,1,1,2,2,2,.394169620347785,-.349201374296671,-1.38936092797183,.504442937912773
264,2,34,1,5,1,15,3,1,1,6,3,6,6,6,6,6,4,6,6,6,6,3,3,5,2,2,6,3,6,6,2,6,2,3,3,3,2,3,3,2,2,2,3,3,5,5,5,2,2,2,9,2,8,8,8,8,1.23035604039193,2.31345910471545,2.53429724824491,1.26317473387174
265,2,33,1,1,1,25,1,1,5,3,5,3,4,3,3,3,4,5,3,4,3,5,1,1,1,1,4,1,3,5,4,5,3,3,3,5,5,5,3,1,1,1,1,1,3,3,3,2,2,1,5,9,5,4,2,2,.394169620347785,.538352118707369,.964833977758214,-.254288858046192
266,2,56,1,4,1,17,3,1,8,2,2,2,6,2,1,5,2,5,5,5,4,2,2,2,3,2,4,3,2,2,2,2,4,2,2,4,5,6,3,3,2,2,3,2,2,2,2,2,1,1,1,1,2,1,1,1,.394169620347785,.538352118707369,-.604629292728481,-.254288858046192
267,2,34,1,4,1,23,1,1,4,1,6,3,7,3,5,2,7,7,3,7,5,5,6,6,7,7,7,3,4,4,5,4,2,1,1,7,5,7,7,6,7,7,7,2,2,1,1,2,1,1,4,2,5,1,1,1,.394169620347785,.538352118707369,-1.38936092797183,-1.01302065400516
268,2,55,1,11,1,17,11,1,3,2,3,1,5,1,1,1,3,6,1,6,5,3,4,5,6,4,7,3,3,5,5,3,1,1,3,7,7,7,2,5,6,2,7,2,1,1,4,2,3,1,2,1,1,2,1,1,-.44201679969636,-.349201374296671,-.604629292728481,-1.01302065400516
269,2,24,1,5,1,16,20,1,4,1,5,5,6,4,4,5,3,4,5,4,5,2,2,2,7,2,7,6,6,7,7,7,4,4,4,7,7,7,5,1,2,2,4,4, ,4,4,2,2,2,7,7,6,5,6,4,-.44201679969636,-.349201374296671,.964833977758214,.504442937912773
270,2,30,1,3,1,19,3,1,8,4,6,6,6,5,5,4,6,6,6,6,6,5,6,5,4,5,6,5,6,6,5,5,6,6,6,4,5,6,5,5,4,4,5,5,3,2,6,2,3,3,5,5,5,4,5,6,.394169620347785,-.349201374296671,.964833977758214,1.26317473387174
271,2,32,1,11,1,18,11,1,8,1,2,1,6,1,5,1,2,7,1,7,2,3,4,3,5,3,4,6,6,6,6,6,7,4,7,7,7,7,1,1,3,4,7,5,2,4,3,2,3,4,7,6,5,2,2,1,.394169620347785,.538352118707369,-1.38936092797183,-.254288858046192
273,2,42,1,1,1,23,1,1,2,7,3,5,6,5,1,1,2,6,1,6,6,1,2,1,2,1,7,5,1,1,1,2,1,1,1,1,2,1,2,2,1,2,6,2,2,2,2,2,2,2,1,1,1,1,1,1,-.44201679969636,-.349201374296671,.180102342514866,.504442937912773
